CapabilityID,BenefitStatement,KPIName,LinkedMetricID,SystemOfRecord,BaselineValue,BaselinePeriod,TargetValue,TargetDate,BenefitOwner,ReviewCadence,,,,,
8.3.6.4.1,Increase Financial stability rate to 95% by 2026-03-31 from the FY2024-25 baseline,Financial stability rate,MET-1069,HRIS,,FY2024-25,95%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.1,Increase Trust rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust rate,MET-1065,HRIS,,FY2024-25,90%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.2,Increase Access rate to 95% by 2026-03-31 from the FY2024-25 baseline,Access rate,MET-1070,HRIS,,FY2024-25,95%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.2,Increase Eligibility accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Eligibility accuracy rate,MET-1071,HRIS,,FY2024-25,98%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.2,Increase Trust rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust rate,MET-1065,HRIS,,FY2024-25,90%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.3,Increase Administration efficiency rate to 95% by 2026-03-31 from the FY2024-25 baseline,Administration efficiency rate,MET-1072,HRIS,,FY2024-25,95%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.3,Increase Compliance rate to 98% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,98%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.3,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.3.1,Increase Enrollment accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Enrollment accuracy rate,MET-1073,HRIS,,FY2024-25,98%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.3.1,Increase Enrollment process efficiency to 95% by 2026-03-31 from the FY2024-25 baseline,Enrollment process efficiency,MET-1074,HRIS,,FY2024-25,95%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.3.1,Increase Trust rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust rate,MET-1065,HRIS,,FY2024-25,90%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.3.2,Increase Communication effectiveness rate to 90% by 2026-03-31 from the FY2024-25 baseline,Communication effectiveness rate,MET-1075,HRIS,,FY2024-25,90%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.3.2,Increase Disbursement timeliness rate to 95% by 2026-03-31 from the FY2024-25 baseline,Disbursement timeliness rate,MET-1076,HRIS,,FY2024-25,95%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.3.2,Increase Pensioner satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Pensioner satisfaction rate,MET-1077,Survey,,FY2024-25,90%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.5,Increase Employee satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction rate,MET-1008,Survey,,FY2024-25,90%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5,Increase Recruitment success rate to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment success rate,MET-1078,ATS,,FY2024-25,90%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5,Reduce Turnover rate to 10% by 2026-03-31 from the FY2024-25 baseline,Turnover rate,MET-0995,HRIS,,FY2024-25,10%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.1,Increase Compliance rate to 100% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,100%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.1,Increase Cost efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Cost efficiency rate,MET-1079,HRIS,,FY2024-25,90%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.1,Increase Financial stability rate to 95% by 2026-03-31 from the FY2024-25 baseline,Financial stability rate,MET-1069,HRIS,,FY2024-25,95%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.1.1,Increase Cost savings rate to 700 by 2026-03-31 from the FY2024-25 baseline,Cost savings rate,MET-1080,HRIS,,FY2024-25,700,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.1.1,Increase Employee satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction rate,MET-1008,Survey,,FY2024-25,90%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.1.1,Increase Service quality rate to 95% by 2026-03-31 from the FY2024-25 baseline,Service quality rate,MET-1081,HRIS,,FY2024-25,95%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.1.2,Increase Compliance rate to 100% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,100%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.1.2,Increase Cost control rate to 90% by 2026-03-31 from the FY2024-25 baseline,Cost control rate,MET-1082,HRIS,,FY2024-25,90%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.1.2,Increase Service delivery rate to 95% by 2026-03-31 from the FY2024-25 baseline,Service delivery rate,MET-1083,HRIS,,FY2024-25,95%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.2,Increase Compliance rate to 100% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,100%,2026-03-31,Benefits Administrator,Quarterly,,,,,
8.3.6.5.2,Increase Cost efficiency rate to 400 by 2026-03-31 from the FY2024-25 baseline,Cost efficiency rate,MET-1084,HRIS,,FY2024-25,400,2026-03-31,Benefits Administrator,Quarterly,,,,,
8.3.6.5.2,Increase Plan efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Plan efficiency rate,MET-1085,HRIS,,FY2024-25,90%,2026-03-31,Benefits Administrator,Quarterly,,,,,
8.3.6.5.2.1,Increase Accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Accuracy rate,MET-1061,HRIS,,FY2024-25,98%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.2.1,Reduce Processing time rate to 5 by 2026-03-31 from the FY2024-25 baseline,Processing time rate,MET-1086,HRIS,,FY2024-25,5,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.2.1,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,Benefits Manager,Quarterly,,,,,
8.3.6.5.2.2,Reduce Enrollment processing time to 5 by 2026-03-31 from the FY2024-25 baseline,Enrollment processing time,MET-1087,HRIS,,FY2024-25,5,2026-03-31,Benefits Administrator,Quarterly,,,,,
8.3.6.5.2.2,Reduce Error rate to 2% by 2026-03-31 from the FY2024-25 baseline,Error rate,MET-1063,HRIS,,FY2024-25,2%,2026-03-31,Benefits Administrator,Quarterly,,,,,
8.3.6.5.2.2,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,Benefits Administrator,Quarterly,,,,,
8.3.6.5.2.3,Increase Cost management rate to 400 by 2026-03-31 from the FY2024-25 baseline,Cost management rate,MET-1088,HRIS,,FY2024-25,400,2026-03-31,Benefits Administrator,Quarterly,,,,,
8.3.6.5.2.3,Increase Coverage options rate to 90% by 2026-03-31 from the FY2024-25 baseline,Coverage options rate,MET-1089,HRIS,,FY2024-25,90%,2026-03-31,Benefits Administrator,Quarterly,,,,,
8.3.6.5.2.3,Increase Plan flexibility rate to 80% by 2026-03-31 from the FY2024-25 baseline,Plan flexibility rate,MET-1090,HRIS,,FY2024-25,80%,2026-03-31,Benefits Administrator,Quarterly,,,,,
8.3.6.5.2.4,Increase Decision accuracy rate to 95% by 2026-03-31 from the FY2024-25 baseline,Decision accuracy rate,MET-1037,HRIS,,FY2024-25,95%,2026-03-31,Appeals Administrator,Quarterly,,,,,
8.3.6.5.2.4,Reduce Processing time to 7 by 2026-03-31 from the FY2024-25 baseline,Processing time,MET-0893,HRIS,,FY2024-25,7,2026-03-31,Appeals Administrator,Quarterly,,,,,
8.3.6.5.2.4,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,Appeals Administrator,Quarterly,,,,,
8.3.6.6,Increase Engagement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Engagement rate,MET-1091,Survey,,FY2024-25,85%,2026-03-31,Recognition Program Manager,Quarterly,,,,,
8.3.6.6,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,Recognition Program Manager,Quarterly,,,,,
8.3.6.6,Reduce Turnover rate to 10% by 2026-03-31 from the FY2024-25 baseline,Turnover rate,MET-0995,HRIS,,FY2024-25,10%,2026-03-31,Recognition Program Manager,Quarterly,,,,,
8.3.6.6.1,Increase Culture satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Culture satisfaction rate,MET-1092,Survey,,FY2024-25,90%,2026-03-31,Recognition Program Manager,Quarterly,,,,,
8.3.6.6.1,Increase Motivation rate to 85% by 2026-03-31 from the FY2024-25 baseline,Motivation rate,MET-1093,HRIS,,FY2024-25,85%,2026-03-31,Recognition Program Manager,Quarterly,,,,,
8.3.6.6.1,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,Recognition Program Manager,Quarterly,,,,,
8.3.6.6.2,Increase Performance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Performance rate,MET-0997,HRIS,,FY2024-25,90%,2026-03-31,Reward Program Manager,Quarterly,,,,,
8.3.6.6.2,Increase Productivity rate to 90% by 2026-03-31 from the FY2024-25 baseline,Productivity rate,MET-1094,HRIS,,FY2024-25,90%,2026-03-31,Reward Program Manager,Quarterly,,,,,
8.3.6.6.2,Increase Satisfaction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,85%,2026-03-31,Reward Program Manager,Quarterly,,,,,
8.3.6.6.3,Increase Loyalty rate to 85% by 2026-03-31 from the FY2024-25 baseline,Loyalty rate,MET-1095,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.6.3,Increase Morale rate to 85% by 2026-03-31 from the FY2024-25 baseline,Morale rate,MET-1096,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.6.3,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7,Increase Cost reduction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Cost reduction rate,MET-1097,HRIS,,FY2024-25,85%,2026-03-31,Workforce Manager,Quarterly,,,,,
8.3.7,Increase Engagement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Engagement rate,MET-1091,Survey,,FY2024-25,85%,2026-03-31,Workforce Manager,Quarterly,,,,,
8.3.7,Increase Productivity rate to 90% by 2026-03-31 from the FY2024-25 baseline,Productivity rate,MET-1094,HRIS,,FY2024-25,90%,2026-03-31,Workforce Manager,Quarterly,,,,,
8.3.7.1,Increase Productivity rate to 90% by 2026-03-31 from the FY2024-25 baseline,Productivity rate,MET-1094,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1,Increase Satisfaction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1,Reduce Turnover rate to 10% by 2026-03-31 from the FY2024-25 baseline,Turnover rate,MET-0995,HRIS,,FY2024-25,10%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1,Increase Communication rate to 85% by 2026-03-31 from the FY2024-25 baseline,Communication rate,MET-1098,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1,Increase Conflict resolution rate to 85% by 2026-03-31 from the FY2024-25 baseline,Conflict resolution rate,MET-1035,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1,Increase Trust rate to 80% by 2026-03-31 from the FY2024-25 baseline,Trust rate,MET-1065,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1.1,Increase Compliance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,90%,2026-03-31,Ethics Officer,Quarterly,,,,,
8.3.7.1.1.1,Increase Culture improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Culture improvement rate,MET-1099,Survey,,FY2024-25,85%,2026-03-31,Ethics Officer,Quarterly,,,,,
8.3.7.1.1.1,Reduce Violation rate to 10 by 2026-03-31 from the FY2024-25 baseline,Violation rate,MET-1100,HRIS,,FY2024-25,10,2026-03-31,Ethics Officer,Quarterly,,,,,
8.3.7.1.1.2,Increase Compliance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1.2,Reduce Non-compliance incident rate to 5 by 2026-03-31 from the FY2024-25 baseline,Non-compliance incident rate,MET-1101,HRIS,,FY2024-25,5,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1.2,Increase Workforce quality rate to 85% by 2026-03-31 from the FY2024-25 baseline,Workforce quality rate,MET-1102,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1.3,Increase Compliance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,90%,2026-03-31,Ethics Officer,Quarterly,,,,,
8.3.7.1.1.3,Reduce Conflict rate to 5 by 2026-03-31 from the FY2024-25 baseline,Conflict rate,MET-1011,HRIS,,FY2024-25,5,2026-03-31,Ethics Officer,Quarterly,,,,,
8.3.7.1.1.3,Increase Ethical standard rate to 90% by 2026-03-31 from the FY2024-25 baseline,Ethical standard rate,MET-1103,HRIS,,FY2024-25,90%,2026-03-31,Ethics Officer,Quarterly,,,,,
8.3.7.1.1.4,Increase Decision-making rate to 85% by 2026-03-31 from the FY2024-25 baseline,Decision-making rate,MET-1104,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1.4,Increase Engagement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Engagement rate,MET-1091,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1.4,Increase Satisfaction rate to 80% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1.5,Increase Alumni satisfaction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Alumni satisfaction rate,MET-1105,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1.5,Increase Knowledge retention rate to 80% by 2026-03-31 from the FY2024-25 baseline,Knowledge retention rate,MET-1106,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.1.5,Increase Reputation score to 90% by 2026-03-31 from the FY2024-25 baseline,Reputation score,MET-1107,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.2,Reduce Integration time to 40 by 2026-03-31 from the FY2024-25 baseline,Integration time,MET-1108,HRIS,,FY2024-25,40,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.2,Increase Satisfaction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.2,Reduce Turnover rate to 10% by 2026-03-31 from the FY2024-25 baseline,Turnover rate,MET-0995,HRIS,,FY2024-25,10%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.3,Increase Exit interview satisfaction to 85% by 2026-03-31 from the FY2024-25 baseline,Exit interview satisfaction,MET-1109,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.3,Increase Knowledge transfer effectiveness to 80% by 2026-03-31 from the FY2024-25 baseline,Knowledge transfer effectiveness,MET-1110,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.3,Reduce Transition-related disruptions to 10% by 2026-03-31 from the FY2024-25 baseline,Transition-related disruptions,MET-1111,HRIS,,FY2024-25,10%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.4,Increase Communication timeliness to 90% by 2026-03-31 from the FY2024-25 baseline,Communication timeliness,MET-1112,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.4,Increase Employee engagement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Employee engagement rate,MET-1113,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.4,Increase Transparency rate to 80% by 2026-03-31 from the FY2024-25 baseline,Transparency rate,MET-1114,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.4.1,Increase Decision communication timeliness to 95% by 2026-03-31 from the FY2024-25 baseline,Decision communication timeliness,MET-1115,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.4.1,Increase Employee satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction rate,MET-1008,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.4.1,Increase Transparency rate to 85% by 2026-03-31 from the FY2024-25 baseline,Transparency rate,MET-1114,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.4.2,Increase Group communication timeliness to 90% by 2026-03-31 from the FY2024-25 baseline,Group communication timeliness,MET-1116,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.4.2,Increase Transparency rate to 80% by 2026-03-31 from the FY2024-25 baseline,Transparency rate,MET-1114,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.1.4.2,Increase Workforce engagement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Workforce engagement rate,MET-1117,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2,Increase Attendance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Attendance rate,MET-1118,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2,Increase Compliance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.1,Increase Allocation rate to 95% by 2026-03-31 from the FY2024-25 baseline,Allocation rate,MET-1119,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.1,Increase Efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Efficiency rate,MET-1023,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.1,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.1.1,Maintain Accountability rate to 90% by 2026-03-31 from the FY2024-25 baseline,Accountability rate,MET-1120,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.1.1,Increase Payroll accuracy rate to 90% by 2026-03-31 from the FY2024-25 baseline,Payroll accuracy rate,MET-1057,Payroll,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.1.1,Increase Time tracking accuracy rate to 95% by 2026-03-31 from the FY2024-25 baseline,Time tracking accuracy rate,MET-1121,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.1.2,Increase Coverage rate to 95% by 2026-03-31 from the FY2024-25 baseline,Coverage rate,MET-1122,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.1.2,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.1.2,Increase Scheduling flexibility rate to 90% by 2026-03-31 from the FY2024-25 baseline,Scheduling flexibility rate,MET-1123,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2,Increase Accommodation success rate to 90% by 2026-03-31 from the FY2024-25 baseline,Accommodation success rate,MET-1124,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2,Increase Inclusivity rate to 85% by 2026-03-31 from the FY2024-25 baseline,Inclusivity rate,MET-1125,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2,Increase Retention rate to 95% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.1,Increase Productivity rate to 85% by 2026-03-31 from the FY2024-25 baseline,Productivity rate,MET-1094,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.1,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.1,Increase Work-life balance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Work-life balance rate,MET-1126,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.2,Increase Inclusivity rate to 85% by 2026-03-31 from the FY2024-25 baseline,Inclusivity rate,MET-1125,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.2,Increase Reintegration success rate to 90% by 2026-03-31 from the FY2024-25 baseline,Reintegration success rate,MET-1127,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.2,Increase Retention rate to 95% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.3,Increase Inclusivity rate to 85% by 2026-03-31 from the FY2024-25 baseline,Inclusivity rate,MET-1125,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.3,Increase Retention rate to 95% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.3,Increase Well-being rate to 90% by 2026-03-31 from the FY2024-25 baseline,Well-being rate,MET-1128,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.4,Increase Accommodation success rate to 95% by 2026-03-31 from the FY2024-25 baseline,Accommodation success rate,MET-1124,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.4,Increase Inclusivity rate to 85% by 2026-03-31 from the FY2024-25 baseline,Inclusivity rate,MET-1125,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.2.4,Increase Retention rate to 95% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.3,Increase Efficiency rate to 85% by 2026-03-31 from the FY2024-25 baseline,Efficiency rate,MET-1023,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.3,Increase Employee satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction rate,MET-1008,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.3,Increase Leave tracking accuracy to 95% by 2026-03-31 from the FY2024-25 baseline,Leave tracking accuracy,MET-1129,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.3.1,Increase Compliance rate to 85% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.3.1,Increase Employee satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction rate,MET-1008,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.3.1,Increase Leave entitlement accuracy rate to 95% by 2026-03-31 from the FY2024-25 baseline,Leave entitlement accuracy rate,MET-1130,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.3.2,Increase Efficiency rate to 85% by 2026-03-31 from the FY2024-25 baseline,Efficiency rate,MET-1023,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.3.2,Increase Employee satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction rate,MET-1008,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.2.3.2,Increase Leave tracking accuracy rate to 95% by 2026-03-31 from the FY2024-25 baseline,Leave tracking accuracy rate,MET-1131,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3,Increase Development plan completion rate to 85% by 2026-03-31 from the FY2024-25 baseline,Development plan completion rate,MET-1132,LMS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3,Increase Goal alignment rate to 90% by 2026-03-31 from the FY2024-25 baseline,Goal alignment rate,MET-1133,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3,Increase Performance tracking accuracy rate to 95% by 2026-03-31 from the FY2024-25 baseline,Performance tracking accuracy rate,MET-1134,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1,Increase Employee satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction rate,MET-1008,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1,Increase Performance accountability rate to 90% by 2026-03-31 from the FY2024-25 baseline,Performance accountability rate,MET-1135,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1,Increase Performance rate to 85% by 2026-03-31 from the FY2024-25 baseline,Performance rate,MET-0997,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.1,Increase Recruitment quality rate to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment quality rate,MET-1136,ATS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
